customer_id,snapshot_date,region,preferred_channel,tenure_months,orders_last_6m,avg_order_value,total_spend_12m,last_order_days_ago,last_order_date,support_tickets_6m,returns_6m,is_premium_member,discount_rate,sessions_30d,pages_per_session,email_open_rate,churned
C009251,2025-09-05,NA,mobile,19,3,61.14,1056.91,2,2025-09-03,0,0,0,0.233,14,4.08,0.38,0
C009252,2025-09-05,EU,email,11,2,71.33,601.67,53,2025-07-14,0,1,0,0.56,21,1.0,0.548,0
C009253,2025-09-05,APAC,store,21,1,53.61,472.03,67,2025-06-30,0,0,0,0.526,7,6.88,0.593,0
C009254,2025-09-05,LATAM,store,21,8,97.13,901.76,51,2025-07-16,0,0,0,0.027,8,5.57,0.285,0
C009255,2025-09-05,LATAM,web,13,0,104.69,914.81,78,2025-06-19,0,0,0,0.407,34,1.99,0.11,1
C009256,2025-09-05,NA,email,2,2,43.93,435.73,25,2025-08-11,0,0,0,0.059,23,2.29,0.0,0
C009257,2025-09-05,APAC,web,22,3,28.93,252.37,43,2025-07-24,1,1,0,0.446,16,5.02,0.177,0
C009258,2025-09-05,EU,mobile,0,2,87.68,523.78,96,2025-06-01,0,0,0,0.079,1,5.16,0.273,0
C009259,2025-09-05,NA,web,3,1,100.03,630.04,6,2025-08-30,0,0,0,0.007,0,1.51,0.337,0
C009260,2025-09-05,LATAM,store,5,1,81.21,680.82,42,2025-07-25,1,0,0,0.431,28,5.16,0.0,0
C009261,2025-09-05,EU,mobile,13,1,80.37,814.72,78,2025-06-19,0,0,0,0.155,22,3.98,0.152,0
C009262,2025-09-05,APAC,store,5,5,71.84,519.35,32,2025-08-04,0,0,1,0.087,15,4.38,0.366,0
C009263,2025-09-05,LATAM,email,9,3,72.42,319.85,101,2025-05-27,1,1,0,0.12,21,4.98,0.663,0
C009264,2025-09-05,NA,store,2,2,35.7,239.32,42,2025-07-25,1,1,0,0.214,23,3.24,0.059,0
C009265,2025-09-05,APAC,web,9,4,49.22,473.98,9,2025-08-27,0,0,0,0.569,4,3.47,0.201,0
C009266,2025-09-05,NA,mobile,13,1,56.81,650.94,133,2025-04-25,1,0,0,0.072,13,5.51,0.187,1
C009267,2025-09-05,LATAM,web,6,3,48.25,383.29,107,2025-05-21,2,0,0,0.545,12,4.06,0.492,0
C009268,2025-09-05,LATAM,web,6,3,37.89,40.75,138,2025-04-20,1,1,0,0.167,3,1.64,0.219,1
C009269,2025-09-05,APAC,web,0,1,112.4,872.13,57,2025-07-10,2,0,0,0.451,8,3.16,0.244,1
C009270,2025-09-05,NA,email,5,3,56.74,805.73,29,2025-08-07,0,0,0,0.273,10,2.87,0.194,1
C009271,2025-09-05,NA,email,16,4,10.67,152.84,9,2025-08-27,1,0,1,0.291,6,5.14,0.066,0
C009272,2025-09-05,APAC,email,0,2,24.54,240.62,42,2025-07-25,0,0,1,0.061,9,1.0,0.14,0
C009273,2025-09-05,LATAM,web,17,3,35.58,26.8,22,2025-08-14,0,1,0,0.226,7,3.48,0.139,0
C009274,2025-09-05,LATAM,mobile,8,1,106.74,1265.78,157,2025-04-01,0,1,0,0.589,0,5.76,0.0,1
C009275,2025-09-05,NA,email,7,2,8.7,46.91,43,2025-07-24,1,1,1,0.235,6,1.0,0.0,0
C009276,2025-09-05,APAC,web,13,1,22.24,117.4,27,2025-08-09,0,1,0,0.11,1,5.72,0.098,0
C009277,2025-09-05,LATAM,store,20,2,35.21,186.45,91,2025-06-06,0,0,0,0.497,3,3.61,0.477,1
C009278,2025-09-05,EU,email,27,0,44.37,261.26,1,2025-09-04,0,0,1,0.275,16,5.1,0.312,0
C009279,2025-09-05,EU,email,16,3,69.52,151.91,128,2025-04-30,0,1,1,0.172,14,4.25,0.288,0
C009280,2025-09-05,NA,web,32,0,40.77,319.4,64,2025-07-03,0,0,0,0.097,30,6.2,0.406,0
C009281,2025-09-05,LATAM,email,6,2,80.88,826.19,118,2025-05-10,0,0,0,0.271,3,2.54,0.395,0
C009282,2025-09-05,EU,mobile,0,3,67.21,178.36,17,2025-08-19,0,1,0,0.142,11,4.49,0.041,1
C009283,2025-09-05,LATAM,web,33,5,95.02,587.78,3,2025-09-02,0,0,0,0.273,12,5.33,0.343,0
C009284,2025-09-05,NA,mobile,15,4,69.45,349.14,6,2025-08-30,1,0,0,0.481,6,1.67,0.475,1
C009285,2025-09-05,APAC,store,17,2,59.91,627.98,7,2025-08-29,1,0,0,0.322,14,1.71,0.033,1
C009286,2025-09-05,APAC,email,0,3,73.83,445.19,50,2025-07-17,0,0,0,0.437,1,5.59,0.373,1
C009287,2025-09-05,LATAM,email,26,3,48.59,274.02,8,2025-08-28,1,0,1,0.218,7,5.14,0.024,0
C009288,2025-09-05,NA,web,20,4,93.85,304.76,49,2025-07-18,0,0,0,0.398,0,1.44,0.306,1
C009289,2025-09-05,EU,email,40,5,47.38,279.53,30,2025-08-06,0,0,1,0.181,25,4.58,0.045,0
C009290,2025-09-05,APAC,web,0,2,76.63,738.2,54,2025-07-13,0,0,0,0.211,30,6.7,0.182,1
C009291,2025-09-05,NA,email,20,3,65.98,696.39,58,2025-07-09,0,2,1,0.056,16,3.9,0.286,0
C009292,2025-09-05,EU,email,4,2,65.93,928.81,111,2025-05-17,0,0,1,0.045,12,3.88,0.211,0
C009293,2025-09-05,EU,web,27,2,33.22,343.69,132,2025-04-26,0,0,1,0.115,26,4.4,0.17,0
C009294,2025-09-05,NA,mobile,30,1,38.86,227.35,71,2025-06-26,0,0,0,0.392,11,4.55,0.178,1
C009295,2025-09-05,APAC,mobile,12,5,78.19,431.07,7,2025-08-29,0,0,0,0.009,1,1.0,0.496,0
C009296,2025-09-05,EU,email,16,7,52.59,562.53,57,2025-07-10,3,0,0,0.319,23,5.9,0.593,0
C009297,2025-09-05,LATAM,mobile,19,3,70.12,707.32,12,2025-08-24,0,1,0,0.563,10,5.02,0.232,0
C009298,2025-09-05,NA,email,0,6,108.25,113.36,68,2025-06-29,2,0,0,0.198,20,4.97,0.0,1
C009299,2025-09-05,LATAM,web,17,0,86.36,1156.12,41,2025-07-26,0,0,0,0.364,25,3.26,0.472,1
C009300,2025-09-05,EU,mobile,0,3,57.94,550.01,13,2025-08-23,0,0,1,0.032,0,4.41,0.002,0
C009301,2025-09-05,APAC,store,6,1,53.03,0.0,61,2025-07-06,1,0,1,0.054,1,2.76,0.025,1
C009302,2025-09-05,NA,store,14,4,21.33,234.5,23,2025-08-13,0,0,0,0.379,24,2.43,0.287,0
C009303,2025-09-05,APAC,web,0,2,61.14,409.88,40,2025-07-27,0,0,0,0.145,5,5.14,0.78,1
C009304,2025-09-05,APAC,web,18,0,37.25,252.39,8,2025-08-28,0,1,1,0.17,8,3.77,0.152,0
C009305,2025-09-05,EU,mobile,6,3,82.7,480.56,73,2025-06-24,0,0,1,0.063,7,3.64,0.099,0
C009306,2025-09-05,NA,mobile,41,0,135.02,716.56,63,2025-07-04,0,0,0,0.168,11,2.53,0.0,1
C009307,2025-09-05,NA,web,0,2,28.73,227.72,63,2025-07-04,0,1,0,0.496,17,4.25,0.763,0
C009308,2025-09-05,NA,web,9,3,86.44,868.48,16,2025-08-20,0,0,0,0.257,14,3.23,0.403,0
C009309,2025-09-05,EU,mobile,16,0,79.19,509.94,32,2025-08-04,0,0,1,0.166,11,7.17,0.157,1
C009310,2025-09-05,LATAM,email,3,2,95.69,346.39,50,2025-07-17,0,0,0,0.517,16,5.7,0.119,1
C009311,2025-09-05,LATAM,email,12,0,81.79,670.9,32,2025-08-04,2,0,0,0.457,0,4.48,0.158,1
C009312,2025-09-05,LATAM,store,16,0,74.1,840.79,120,2025-05-08,1,0,0,0.149,12,3.75,0.318,0
C009313,2025-09-05,LATAM,web,8,6,62.49,793.29,95,2025-06-02,0,0,0,0.298,10,4.61,0.357,0
C009314,2025-09-05,NA,email,12,0,78.51,520.48,68,2025-06-29,0,1,0,0.413,15,3.64,0.347,0
C009315,2025-09-05,APAC,web,2,1,46.2,325.8,78,2025-06-19,1,1,1,0.243,0,6.75,0.381,0
C009316,2025-09-05,EU,store,0,2,23.91,283.26,45,2025-07-22,0,0,0,0.151,28,5.88,0.4,1
C009317,2025-09-05,LATAM,web,0,1,104.02,1227.57,23,2025-08-13,0,1,1,0.23,15,2.01,0.234,0
C009318,2025-09-05,EU,mobile,16,3,48.68,353.58,108,2025-05-20,0,0,0,0.095,22,2.82,0.24,1
C009319,2025-09-05,NA,store,0,0,106.0,783.96,129,2025-04-29,1,1,1,0.121,24,6.27,0.077,1
C009320,2025-09-05,APAC,store,8,5,49.54,315.3,47,2025-07-20,1,0,1,0.078,5,4.02,0.195,1
C009321,2025-09-05,APAC,mobile,14,4,25.53,210.87,182,2025-03-07,0,0,0,0.291,11,5.27,0.26,1
C009322,2025-09-05,LATAM,mobile,0,5,67.7,131.69,61,2025-07-06,0,1,0,0.162,5,4.35,0.07,1
C009323,2025-09-05,APAC,store,6,2,51.27,564.02,50,2025-07-17,0,0,0,0.131,14,2.03,0.0,1
C009324,2025-09-05,NA,store,15,3,73.21,339.1,110,2025-05-18,0,0,0,0.578,17,5.44,0.034,0
C009325,2025-09-05,APAC,email,6,3,66.78,132.65,82,2025-06-15,0,1,0,0.595,9,4.69,0.295,0
C009326,2025-09-05,EU,store,10,1,45.36,101.36,67,2025-06-30,0,0,0,0.201,17,4.66,0.407,0
C009327,2025-09-05,LATAM,mobile,19,9,46.84,146.55,130,2025-04-28,0,0,0,0.055,27,6.27,0.132,0
C009328,2025-09-05,APAC,web,22,0,61.76,822.62,68,2025-06-29,0,0,0,0.588,11,3.07,0.397,0
C009329,2025-09-05,EU,web,1,1,75.14,1289.93,172,2025-03-17,0,0,0,0.576,6,5.91,0.565,0
C009330,2025-09-05,LATAM,store,0,0,29.07,224.54,117,2025-05-11,0,1,0,0.55,4,5.14,0.335,1
C009331,2025-09-05,APAC,store,28,3,81.54,1590.85,106,2025-05-22,1,0,0,0.341,16,6.48,0.584,0
C009332,2025-09-05,LATAM,mobile,34,0,53.02,690.14,2,2025-09-03,0,0,0,0.4,11,4.75,0.0,0
C009333,2025-09-05,EU,web,13,4,52.51,120.79,47,2025-07-20,0,0,0,0.174,9,3.49,0.48,0
C009334,2025-09-05,LATAM,store,5,5,71.2,390.02,1,2025-09-04,0,0,0,0.503,1,3.47,0.349,0
C009335,2025-09-05,EU,store,31,0,105.08,833.81,6,2025-08-30,1,0,0,0.24,6,3.28,0.277,0
C009336,2025-09-05,EU,email,4,2,89.01,867.04,86,2025-06-11,0,1,0,0.453,20,3.29,0.372,0
C009337,2025-09-05,APAC,store,12,0,54.11,0.0,68,2025-06-29,0,0,0,0.065,38,4.37,0.245,1
C009338,2025-09-05,NA,web,21,3,76.41,382.67,151,2025-04-07,0,0,1,0.287,12,3.57,0.415,0
C009339,2025-09-05,LATAM,web,15,5,91.14,1061.15,0,2025-09-05,1,1,1,0.217,10,3.5,0.422,0
C009340,2025-09-05,APAC,web,14,1,73.93,24.67,19,2025-08-17,0,0,1,0.073,3,4.5,0.455,0
C009341,2025-09-05,EU,web,15,3,85.05,300.28,90,2025-06-07,0,0,0,0.265,12,4.37,0.393,0
C009342,2025-09-05,LATAM,store,0,0,49.62,223.2,32,2025-08-04,0,0,1,0.278,10,1.63,0.234,1
C009343,2025-09-05,LATAM,email,3,4,54.38,545.55,50,2025-07-17,0,1,0,0.133,19,5.36,0.051,0
C009344,2025-09-05,EU,mobile,27,2,61.41,273.42,158,2025-03-31,2,0,0,0.124,37,3.31,0.609,1
C009345,2025-09-05,LATAM,mobile,6,4,53.17,472.42,38,2025-07-29,0,1,0,0.107,20,4.16,0.386,0
C009346,2025-09-05,APAC,store,8,2,38.89,221.35,21,2025-08-15,0,0,0,0.54,20,2.88,0.639,1
C009347,2025-09-05,EU,email,19,0,76.57,660.9,141,2025-04-17,0,0,1,0.196,3,2.38,0.008,1
C009348,2025-09-05,EU,web,5,3,59.66,446.17,76,2025-06-21,0,0,0,0.14,20,4.58,0.51,0
C009349,2025-09-05,EU,email,6,1,73.6,764.44,120,2025-05-08,1,0,0,0.593,1,3.71,0.376,0
C009350,2025-09-05,LATAM,web,0,5,96.21,802.09,63,2025-07-04,0,0,0,0.583,0,5.09,0.188,0
C009351,2025-09-05,NA,store,16,1,81.59,665.65,14,2025-08-22,0,0,1,0.198,38,3.2,0.067,0
C009352,2025-09-05,EU,mobile,37,2,54.99,703.11,21,2025-08-15,2,0,0,0.073,19,3.5,0.156,1
C009353,2025-09-05,LATAM,store,6,3,79.14,682.23,95,2025-06-02,0,0,1,0.237,33,4.62,0.136,0
C009354,2025-09-05,EU,store,7,3,86.83,210.94,1,2025-09-04,0,0,0,0.258,4,3.91,0.0,1
C009355,2025-09-05,APAC,email,0,3,94.89,938.57,24,2025-08-12,0,1,0,0.543,17,5.0,0.369,1
C009356,2025-09-05,NA,mobile,30,2,65.24,1057.97,87,2025-06-10,0,0,0,0.561,42,4.93,0.0,0
C009357,2025-09-05,APAC,store,0,0,80.8,209.82,103,2025-05-25,1,1,0,0.347,6,1.93,0.235,1
C009358,2025-09-05,NA,store,12,2,51.24,431.31,39,2025-07-28,0,0,0,0.308,5,4.02,0.534,1
C009359,2025-09-05,APAC,mobile,0,0,64.19,285.25,2,2025-09-03,1,0,1,0.15,9,3.39,0.601,1
C009360,2025-09-05,NA,web,9,5,56.07,380.74,40,2025-07-27,0,0,0,0.146,15,3.96,0.549,0
C009361,2025-09-05,NA,web,21,0,69.92,308.84,10,2025-08-26,0,0,0,0.458,1,3.7,0.216,0
C009362,2025-09-05,APAC,store,16,4,75.84,723.63,11,2025-08-25,0,0,1,0.051,23,1.86,0.278,0
C009363,2025-09-05,APAC,email,0,0,59.14,391.29,5,2025-08-31,0,0,0,0.376,13,3.39,0.44,1
C009364,2025-09-05,EU,email,0,0,61.61,374.67,13,2025-08-23,0,0,1,0.255,4,2.66,0.367,1
C009365,2025-09-05,APAC,mobile,2,3,104.06,928.28,26,2025-08-10,0,1,0,0.111,8,4.34,0.0,1
C009366,2025-09-05,APAC,mobile,15,3,58.2,646.63,79,2025-06-18,0,1,0,0.242,8,4.92,0.485,0
C009367,2025-09-05,EU,email,0,3,28.19,286.45,7,2025-08-29,0,1,0,0.246,16,8.5,0.443,0
C009368,2025-09-05,EU,web,7,2,95.52,493.63,88,2025-06-09,1,1,0,0.211,15,3.49,0.674,0
C009369,2025-09-05,APAC,store,15,7,100.16,758.34,112,2025-05-16,0,0,0,0.168,3,3.11,0.423,1
C009370,2025-09-05,APAC,mobile,4,5,76.11,303.85,74,2025-06-23,0,0,1,0.128,2,3.66,0.294,1
C009371,2025-09-05,LATAM,mobile,7,1,62.73,481.81,148,2025-04-10,0,0,1,0.26,0,5.05,0.137,0
C009372,2025-09-05,EU,store,24,1,43.19,0.83,95,2025-06-02,0,0,0,0.328,1,4.72,0.243,1
C009373,2025-09-05,APAC,email,2,6,101.46,945.62,51,2025-07-16,1,0,0,0.116,23,4.76,0.192,0
C009374,2025-09-05,APAC,email,18,1,5.0,0.0,25,2025-08-11,0,1,1,0.112,15,3.95,0.582,0
C009375,2025-09-05,NA,store,0,4,70.97,542.88,39,2025-07-28,0,1,0,0.555,3,3.05,0.055,0
C009376,2025-09-05,LATAM,web,19,3,76.98,636.91,85,2025-06-12,1,0,1,0.01,10,3.78,0.303,0
C009377,2025-09-05,APAC,mobile,4,6,56.79,663.89,97,2025-05-31,0,1,0,0.053,25,6.85,0.499,0
C009378,2025-09-05,EU,store,7,4,46.22,336.15,155,2025-04-03,1,0,0,0.492,1,2.77,0.392,0
C009379,2025-09-05,APAC,web,8,5,61.84,729.24,87,2025-06-10,0,0,0,0.455,8,4.77,0.329,0
C009380,2025-09-05,LATAM,mobile,23,0,90.52,1152.83,85,2025-06-12,0,1,0,0.322,3,2.53,0.193,0
C009381,2025-09-05,EU,email,12,4,46.74,647.67,3,2025-09-02,2,0,0,0.502,3,1.87,0.129,0
C009382,2025-09-05,EU,email,15,0,69.1,799.69,0,2025-09-05,0,0,1,0.226,26,6.73,0.151,0
C009383,2025-09-05,EU,mobile,11,5,79.69,353.71,9,2025-08-27,0,0,1,0.148,2,4.84,0.457,1
C009384,2025-09-05,EU,mobile,21,0,57.96,438.03,126,2025-05-02,1,0,0,0.393,10,1.24,0.023,1
C009385,2025-09-05,APAC,web,9,3,47.73,810.99,37,2025-07-30,1,0,1,0.286,23,2.72,0.207,0
C009386,2025-09-05,APAC,web,18,0,61.26,794.21,33,2025-08-03,0,0,1,0.257,21,3.96,0.0,0
C009387,2025-09-05,EU,web,3,2,34.05,178.03,187,2025-03-02,0,1,0,0.488,4,4.29,0.236,1
C009388,2025-09-05,LATAM,store,12,1,80.77,213.41,25,2025-08-11,2,0,0,0.009,10,2.14,0.229,0
C009389,2025-09-05,LATAM,mobile,1,2,67.93,643.45,47,2025-07-20,3,1,0,0.143,4,5.22,0.142,1
C009390,2025-09-05,LATAM,web,2,5,88.67,450.68,38,2025-07-29,0,0,1,0.032,3,5.07,0.28,1
C009391,2025-09-05,EU,mobile,5,5,82.72,875.42,110,2025-05-18,1,1,0,0.068,7,2.88,0.06,0
C009392,2025-09-05,EU,email,0,7,86.93,473.38,26,2025-08-10,0,1,0,0.147,15,3.93,0.341,1
C009393,2025-09-05,NA,store,0,3,79.94,515.64,86,2025-06-11,0,0,0,0.279,21,5.68,0.13,0
C009394,2025-09-05,APAC,store,9,5,38.82,348.49,89,2025-06-08,0,0,0,0.183,14,4.92,0.0,0
C009395,2025-09-05,APAC,store,23,1,84.29,675.55,142,2025-04-16,0,0,1,0.289,14,2.48,0.277,1
C009396,2025-09-05,LATAM,email,15,3,39.72,161.76,71,2025-06-26,1,0,0,0.379,11,4.54,0.556,0
C009397,2025-09-05,NA,email,3,0,47.82,396.42,30,2025-08-06,0,0,0,0.274,0,4.6,0.484,1
C009398,2025-09-05,NA,mobile,0,0,41.89,376.54,50,2025-07-17,0,0,0,0.359,37,3.74,0.155,0
C009399,2025-09-05,EU,web,0,5,57.88,317.04,120,2025-05-08,1,0,0,0.515,9,2.77,0.327,1
C009400,2025-09-05,LATAM,web,31,5,95.11,885.35,88,2025-06-09,0,0,0,0.489,4,3.99,0.08,0
C009401,2025-09-05,NA,store,1,0,94.56,536.38,30,2025-08-06,1,0,0,0.139,10,2.3,0.258,1
C009402,2025-09-05,APAC,store,6,1,84.04,1219.02,113,2025-05-15,2,0,1,0.076,14,4.72,0.554,0
C009403,2025-09-05,APAC,store,20,3,68.68,224.03,136,2025-04-22,0,0,0,0.435,0,4.56,0.0,1
C009404,2025-09-05,NA,web,11,0,30.51,207.67,95,2025-06-02,0,0,1,0.006,7,3.52,0.554,1
C009405,2025-09-05,LATAM,mobile,9,2,50.6,423.11,81,2025-06-16,0,0,0,0.457,0,3.75,0.124,0
C009406,2025-09-05,NA,email,11,1,101.01,681.61,9,2025-08-27,1,1,0,0.101,2,1.0,0.147,0
C009407,2025-09-05,APAC,email,9,3,50.19,43.82,59,2025-07-08,0,0,0,0.169,1,3.57,0.668,0
C009408,2025-09-05,APAC,email,20,0,119.09,798.12,95,2025-06-02,0,0,0,0.463,4,4.92,0.427,1
C009409,2025-09-05,EU,mobile,9,2,84.55,43.52,76,2025-06-21,0,0,0,0.053,3,4.33,0.013,1
C009410,2025-09-05,LATAM,email,5,2,73.71,515.15,41,2025-07-26,0,0,0,0.079,14,5.27,0.14,0
C009411,2025-09-05,APAC,store,10,1,11.38,42.7,39,2025-07-28,1,0,0,0.471,11,3.95,0.152,0
C009412,2025-09-05,LATAM,email,31,3,29.53,216.44,149,2025-04-09,0,0,0,0.159,31,3.9,0.244,1
C009413,2025-09-05,APAC,email,13,5,88.35,682.8,92,2025-06-05,0,0,0,0.213,0,4.23,0.091,0
C009414,2025-09-05,EU,email,8,2,53.69,432.01,104,2025-05-24,0,1,0,0.459,3,2.17,0.275,0
C009415,2025-09-05,LATAM,mobile,0,2,72.92,0.0,89,2025-06-08,0,0,0,0.108,22,5.66,0.329,1
C009416,2025-09-05,EU,web,15,4,96.1,761.73,0,2025-09-05,0,1,0,0.314,0,3.48,0.249,1
C009417,2025-09-05,APAC,mobile,0,3,53.67,628.91,32,2025-08-04,0,0,0,0.419,25,4.56,0.285,1
C009418,2025-09-05,NA,email,17,6,49.4,430.43,81,2025-06-16,1,0,0,0.458,26,2.99,0.337,1
C009419,2025-09-05,APAC,email,16,0,27.11,287.2,5,2025-08-31,1,0,1,0.016,15,3.49,0.419,0
C009420,2025-09-05,APAC,mobile,9,0,99.6,768.65,21,2025-08-15,0,0,0,0.218,19,7.14,0.303,1
C009421,2025-09-05,LATAM,email,7,5,80.76,891.41,115,2025-05-13,0,2,1,0.019,22,1.0,0.247,1
C009422,2025-09-05,EU,store,6,6,68.45,0.0,90,2025-06-07,0,0,0,0.352,22,5.69,0.414,0
C009423,2025-09-05,EU,store,33,4,55.3,0.0,65,2025-07-02,0,0,0,0.57,9,5.32,0.557,0
C009424,2025-09-05,APAC,web,6,0,39.56,303.55,90,2025-06-07,0,0,0,0.372,4,3.05,0.306,0
C009425,2025-09-05,APAC,email,19,2,57.33,796.8,54,2025-07-13,0,1,0,0.184,16,5.01,0.211,0
C009426,2025-09-05,EU,store,24,2,38.45,637.03,75,2025-06-22,0,0,0,0.258,0,5.69,0.324,0
C009427,2025-09-05,EU,web,3,4,108.67,579.45,76,2025-06-21,0,2,1,0.113,13,4.25,0.207,0
C009428,2025-09-05,EU,web,13,5,81.8,662.52,26,2025-08-10,0,0,0,0.463,8,3.4,0.226,0
C009429,2025-09-05,NA,store,19,3,64.16,825.08,23,2025-08-13,0,0,0,0.457,8,2.69,0.194,0
C009430,2025-09-05,EU,store,25,1,100.09,968.34,31,2025-08-05,0,0,0,0.256,11,4.34,0.32,0
C009431,2025-09-05,EU,store,25,2,65.27,462.53,57,2025-07-10,0,0,0,0.523,20,1.93,0.62,1
C009432,2025-09-05,EU,store,8,1,100.59,863.47,54,2025-07-13,1,0,0,0.41,1,4.88,0.005,0
C009433,2025-09-05,APAC,web,21,6,66.58,520.91,49,2025-07-18,0,0,0,0.185,5,3.84,0.573,0
C009434,2025-09-05,NA,mobile,13,1,96.62,1051.99,171,2025-03-18,0,1,0,0.001,19,5.09,0.043,0
C009435,2025-09-05,EU,web,14,7,62.79,784.89,19,2025-08-17,0,0,1,0.145,12,5.88,0.28,0
C009436,2025-09-05,EU,mobile,25,4,28.65,12.44,37,2025-07-30,1,0,0,0.219,13,3.3,0.366,0
C009437,2025-09-05,NA,mobile,14,2,32.39,328.98,38,2025-07-29,0,1,0,0.01,8,1.13,0.103,0
C009438,2025-09-05,NA,web,9,0,50.81,780.47,51,2025-07-16,0,0,1,0.081,4,4.0,0.28,0
C009439,2025-09-05,APAC,mobile,9,2,53.42,197.45,40,2025-07-27,3,1,1,0.004,16,6.35,0.393,1
C009440,2025-09-05,LATAM,mobile,0,6,62.77,960.69,3,2025-09-02,0,0,0,0.451,28,3.22,0.416,0
C009441,2025-09-05,APAC,email,19,2,106.31,613.76,31,2025-08-05,3,0,0,0.03,30,7.25,0.204,0
C009442,2025-09-05,APAC,store,6,4,57.64,608.36,10,2025-08-26,0,0,0,0.214,16,3.75,0.413,0
C009443,2025-09-05,APAC,web,26,0,59.44,309.8,4,2025-09-01,0,0,0,0.008,0,2.11,0.428,0
C009444,2025-09-05,NA,mobile,9,3,58.86,154.12,96,2025-06-01,1,0,0,0.369,9,3.29,0.39,0
C009445,2025-09-05,APAC,store,16,4,108.33,866.09,40,2025-07-27,0,0,0,0.451,4,4.44,0.285,1
C009446,2025-09-05,LATAM,mobile,2,2,51.53,512.77,39,2025-07-28,1,2,0,0.371,9,3.69,0.039,1
C009447,2025-09-05,NA,email,8,2,91.91,591.02,14,2025-08-22,0,0,0,0.053,17,3.35,0.262,0
C009448,2025-09-05,LATAM,mobile,0,2,76.54,406.41,80,2025-06-17,0,0,1,0.181,13,2.12,0.076,1
C009449,2025-09-05,LATAM,mobile,13,3,74.66,767.35,2,2025-09-03,2,0,0,0.215,18,3.33,0.627,0
C009450,2025-09-05,LATAM,mobile,13,5,49.72,519.79,50,2025-07-17,0,1,1,0.183,18,3.43,0.025,0
C009451,2025-09-05,LATAM,store,13,4,86.35,563.08,66,2025-07-01,0,0,1,0.032,27,5.16,0.231,0
C009452,2025-09-05,APAC,store,22,4,18.71,213.81,114,2025-05-14,0,1,0,0.501,31,3.13,0.533,0
C009453,2025-09-05,NA,web,0,7,72.1,1255.64,160,2025-03-29,3,0,0,0.144,11,4.22,0.0,1
C009454,2025-09-05,APAC,email,13,3,52.54,644.11,18,2025-08-18,0,0,0,0.159,22,5.08,0.423,0
C009455,2025-09-05,APAC,store,25,0,61.57,110.04,73,2025-06-24,1,0,1,0.06,9,3.67,0.092,1
C009456,2025-09-05,APAC,mobile,0,3,84.56,1245.4,75,2025-06-22,1,0,0,0.387,15,4.23,0.689,1
C009457,2025-09-05,NA,web,0,1,62.3,560.55,45,2025-07-22,0,0,0,0.477,17,3.44,0.177,0
C009458,2025-09-05,EU,store,15,0,88.86,787.29,73,2025-06-24,1,0,1,0.183,15,6.34,0.44,1
C009459,2025-09-05,NA,store,11,3,51.82,347.18,63,2025-07-04,0,0,0,0.351,13,5.38,0.3,1
C009460,2025-09-05,NA,web,1,3,52.44,14.17,104,2025-05-24,2,0,0,0.504,8,3.04,0.192,1
C009461,2025-09-05,EU,mobile,5,2,100.49,237.37,28,2025-08-08,1,0,0,0.463,3,4.22,0.765,0
C009462,2025-09-05,NA,mobile,12,1,95.13,368.43,90,2025-06-07,1,0,0,0.153,0,4.98,0.45,1
C009463,2025-09-05,LATAM,email,13,3,77.87,221.0,3,2025-09-02,1,1,0,0.525,12,6.03,0.312,0
C009464,2025-09-05,LATAM,store,15,3,65.54,339.7,7,2025-08-29,0,0,0,0.199,0,3.2,0.456,0
C009465,2025-09-05,NA,mobile,13,4,40.29,153.71,56,2025-07-11,0,0,1,0.178,3,5.55,0.089,0
C009466,2025-09-05,APAC,web,0,6,72.24,674.09,85,2025-06-12,0,0,1,0.166,12,5.71,0.129,0
C009467,2025-09-05,LATAM,mobile,13,3,75.54,1038.49,11,2025-08-25,0,0,0,0.421,18,4.9,0.23,0
C009468,2025-09-05,NA,email,24,2,57.84,540.86,39,2025-07-28,1,0,1,0.251,23,1.53,0.258,0
C009469,2025-09-05,EU,mobile,0,0,84.95,788.97,3,2025-09-02,0,1,0,0.581,6,4.97,0.608,1
C009470,2025-09-05,EU,mobile,15,5,49.9,0.0,41,2025-07-26,1,0,1,0.209,14,1.58,0.405,0
C009471,2025-09-05,LATAM,email,12,2,90.74,973.09,45,2025-07-22,0,0,0,0.094,12,5.18,0.565,0
C009472,2025-09-05,LATAM,web,0,2,83.13,822.6,17,2025-08-19,1,0,0,0.322,17,3.72,0.0,1
C009473,2025-09-05,NA,store,1,2,5.0,57.86,52,2025-07-15,1,0,0,0.501,13,6.26,0.464,0
C009474,2025-09-05,NA,store,13,1,41.5,338.12,80,2025-06-17,0,0,0,0.225,18,2.45,0.284,0
C009475,2025-09-05,LATAM,store,7,3,74.81,785.49,130,2025-04-28,0,0,0,0.53,30,9.14,0.402,0
C009476,2025-09-05,LATAM,store,22,6,64.37,140.48,97,2025-05-31,1,0,0,0.438,14,3.33,0.088,0
C009477,2025-09-05,LATAM,web,5,4,53.52,590.63,123,2025-05-05,1,0,0,0.435,20,3.7,0.428,0
C009478,2025-09-05,APAC,mobile,3,4,84.12,680.97,49,2025-07-18,0,0,0,0.043,2,3.17,0.375,0
C009479,2025-09-05,LATAM,store,21,4,43.26,222.67,29,2025-08-07,1,1,0,0.072,15,3.8,0.233,0
C009480,2025-09-05,EU,mobile,14,2,41.73,570.71,129,2025-04-29,1,0,0,0.204,14,4.19,0.42,0
